MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
319155200,2021-02-18T00:04:17,36.87956,-76.32644,0.0,218.0,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
565359000,2021-02-18T00:03:35,36.96728,-76.42998,0.0,204.1,40.0,ETERNAL BLISS,IMO9433626,9V8264,70,5,229,32,14.4,70,A
636017072,2021-02-18T00:04:08,37.23898,-76.11620,0.0,216.8,0.0,SZARE SZEREGI,IMO9708057,D5JD9,70,1,,,,,A
255805683,2021-02-18T00:04:29,36.97395,-76.33079,14.0,31.2,39.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
367822000,2021-02-18T00:05:09,36.97310,-76.43385,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
367359930,2021-02-18T00:05:50,36.82420,-76.28913,0.0,286.9,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367359930,2021-02-18T00:04:39,36.82421,-76.28913,0.0,287.8,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
538004670,2021-02-18T00:04:06,36.88000,-76.33120,0.0,221.7,94.0,GOLDEN GINGER,IMO9590761,V7YI9,70,5,229,32,14.5,,A
538004670,2021-02-18T00:07:00,36.87996,-76.33122,0.0,221.7,94.0,GOLDEN GINGER,IMO9590761,V7YI9,70,5,229,32,14.5,,A
355185000,2021-02-18T00:04:00,36.87197,-76.34840,0.0,275.2,348.0,MSC GISELLE,IMO9720196,3FPX4,70,5,299,48,14.5,,A
338846000,2021-02-18T00:03:49,36.86555,-76.31581,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
367821000,2021-02-18T00:04:52,36.97283,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
366841000,2021-02-18T00:03:52,36.85329,-76.31057,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
477920300,2021-02-18T00:04:43,36.87767,-76.34983,0.0,139.0,348.0,OOCL ATLANTA,IMO9285005,VRAR6,70,5,323,42,14.5,,A
356643000,2021-02-18T00:08:07,36.93854,-76.37776,0.1,164.5,246.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
356643000,2021-02-18T00:05:04,36.93856,-76.37771,0.0,334.5,247.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
366839000,2021-02-18T00:03:52,36.85350,-76.31083,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
538003810,2021-02-18T00:08:21,36.91267,-76.32784,0.0,98.4,352.0,MOL MATRIX,IMO9424924,V7TI3,70,5,302,43,14.2,,A
255805683,2021-02-18T00:06:37,36.98013,-76.32349,14.6,43.8,45.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
366841000,2021-02-18T00:06:51,36.85327,-76.31055,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
367862000,2021-02-18T00:07:30,36.94810,-76.32981,0.0,35.7,281.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
538003810,2021-02-18T00:05:26,36.91267,-76.32784,0.0,98.4,352.0,MOL MATRIX,IMO9424924,V7TI3,70,5,302,43,14.2,,A
355185000,2021-02-18T00:07:07,36.87197,-76.34839,0.0,275.2,348.0,MSC GISELLE,IMO9720196,3FPX4,70,5,299,48,14.5,,A
356589000,2021-02-18T00:06:54,36.96293,-76.42418,0.1,130.2,37.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,5,234,38,14.5,70,A
241313000,2021-02-18T00:05:24,36.91025,-76.32743,0.0,42.5,351.0,MAERSK EXETER,IMO9475698,SVBY3,70,5,366,48,15.5,,A
338846000,2021-02-18T00:09:48,36.86559,-76.31579,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
366839000,2021-02-18T00:09:53,36.85350,-76.31078,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
477920300,2021-02-18T00:07:43,36.87767,-76.34983,0.0,139.0,348.0,OOCL ATLANTA,IMO9285005,VRAR6,70,5,323,42,14.5,,A
373765000,2021-02-18T00:08:53,37.26331,-76.10595,0.1,267.3,355.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
338678000,2021-02-18T00:06:02,36.91622,-76.16845,0.0,286.8,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
367822000,2021-02-18T00:08:09,36.97309,-76.43385,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
372697000,2021-02-18T00:04:47,36.97049,-76.44351,0.0,186.3,330.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
241313000,2021-02-18T00:11:22,36.91022,-76.32745,0.0,42.5,351.0,MAERSK EXETER,IMO9475698,SVBY3,70,5,366,48,15.5,,A
355185000,2021-02-18T00:09:58,36.87197,-76.34839,0.0,275.2,348.0,MSC GISELLE,IMO9720196,3FPX4,70,5,299,48,14.5,,A
367359930,2021-02-18T00:10:40,36.82420,-76.28915,0.0,286.2,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
366842000,2021-02-18T00:08:54,36.85380,-76.31120,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
636017072,2021-02-18T00:10:10,37.23895,-76.11622,0.0,216.8,2.0,SZARE SZEREGI,IMO9708057,D5JD9,70,1,,,,,A
255805683,2021-02-18T00:07:43,36.98337,-76.31951,15.0,45.0,45.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
255805683,2021-02-18T00:09:50,36.98940,-76.31120,15.6,52.3,56.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
356589000,2021-02-18T00:09:54,36.96289,-76.42419,0.0,106.6,37.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,5,234,38,14.5,70,A
538005622,2021-02-18T00:08:40,37.25241,-76.10219,0.0,116.6,5.0,SASEBO GREEN,IMO9675468,V7FN3,70,1,225,32,14.4,,A
368445000,2021-02-18T00:10:59,36.96309,-76.42009,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
338678000,2021-02-18T00:09:03,36.91627,-76.16844,0.0,289.1,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
241313000,2021-02-18T00:08:28,36.91027,-76.32749,0.0,42.5,351.0,MAERSK EXETER,IMO9475698,SVBY3,70,5,366,48,15.5,,A
366839000,2021-02-18T00:06:51,36.85348,-76.31086,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
367821000,2021-02-18T00:07:53,36.97284,-76.43368,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
372697000,2021-02-18T00:10:47,36.97052,-76.44340,0.1,163.6,322.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
368445000,2021-02-18T00:07:58,36.96309,-76.42012,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
367359930,2021-02-18T00:06:59,36.82421,-76.28914,0.0,285.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
366841000,2021-02-18T00:09:51,36.85330,-76.31054,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
373765000,2021-02-18T00:11:58,37.26328,-76.10610,0.1,261.1,356.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
338678000,2021-02-18T00:12:02,36.91625,-76.16846,0.0,293.0,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
366842000,2021-02-18T00:11:55,36.85381,-76.31119,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
477920300,2021-02-18T00:10:43,36.87767,-76.34983,0.0,139.0,348.0,OOCL ATLANTA,IMO9285005,VRAR6,70,5,323,42,14.5,,A
255805683,2021-02-18T00:12:01,36.99450,-76.30098,16.2,58.7,58.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
538003810,2021-02-18T00:11:27,36.91271,-76.32784,0.0,98.4,352.0,MOL MATRIX,IMO9424924,V7TI3,70,5,302,43,14.2,,A
372697000,2021-02-18T00:07:45,36.97053,-76.44343,0.1,65.3,327.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
367359930,2021-02-18T00:08:20,36.82418,-76.28911,0.0,288.0,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367359930,2021-02-18T00:11:49,36.82418,-76.28912,0.0,290.1,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367822000,2021-02-18T00:11:09,36.97309,-76.43385,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
368026000,2021-02-18T00:09:46,36.86577,-76.31603,0.0,234.5,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
367359930,2021-02-18T00:12:59,36.82417,-76.28910,0.0,292.5,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
319155200,2021-02-18T00:10:17,36.87958,-76.32645,0.0,218.0,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
319155200,2021-02-18T00:13:17,36.87958,-76.32647,0.0,218.0,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
367821000,2021-02-18T00:10:53,36.97285,-76.43368,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
477920300,2021-02-18T00:13:43,36.87767,-76.34983,0.0,139.0,348.0,OOCL ATLANTA,IMO9285005,VRAR6,70,5,323,42,14.5,,A
355185000,2021-02-18T00:13:07,36.87192,-76.34835,0.0,275.2,348.0,MSC GISELLE,IMO9720196,3FPX4,70,5,299,48,14.5,,A
367862000,2021-02-18T00:10:32,36.94812,-76.32976,0.0,35.7,281.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
255805683,2021-02-18T00:08:49,36.98665,-76.31543,15.3,45.0,45.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
255805683,2021-02-18T00:10:55,36.99190,-76.30630,15.9,56.5,58.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
356643000,2021-02-18T00:11:05,36.93851,-76.37775,0.1,143.7,246.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
366839000,2021-02-18T00:12:49,36.85348,-76.31083,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
366842000,2021-02-18T00:14:55,36.85382,-76.31118,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
538005622,2021-02-18T00:11:40,37.25241,-76.10220,0.0,116.6,6.0,SASEBO GREEN,IMO9675468,V7FN3,70,1,225,32,14.4,,A
368445000,2021-02-18T00:13:59,36.96302,-76.42013,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
366841000,2021-02-18T00:12:49,36.85332,-76.31056,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
255805683,2021-02-18T00:14:13,36.99974,-76.29035,16.5,59.0,58.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
356589000,2021-02-18T00:12:52,36.96289,-76.42421,0.1,131.2,37.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,5,234,38,14.5,70,A
356643000,2021-02-18T00:14:06,36.93847,-76.37771,0.0,113.8,249.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
373765000,2021-02-18T00:14:56,37.26325,-76.10626,0.2,274.8,359.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
356589000,2021-02-18T00:15:55,36.96289,-76.42422,0.1,98.9,37.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,5,234,38,14.5,70,A
355185000,2021-02-18T00:16:03,36.87199,-76.34840,0.0,275.2,348.0,MSC GISELLE,IMO9720196,3FPX4,70,5,299,48,14.5,,A
368026000,2021-02-18T00:12:48,36.86577,-76.31604,0.0,234.5,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
367862000,2021-02-18T00:13:32,36.94814,-76.32975,0.0,35.7,281.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
565359000,2021-02-18T00:15:35,36.96724,-76.42998,0.0,204.1,40.0,ETERNAL BLISS,IMO9433626,9V8264,70,5,229,32,14.4,70,A
538004670,2021-02-18T00:13:03,36.87997,-76.33117,0.0,221.7,94.0,GOLDEN GINGER,IMO9590761,V7YI9,70,5,229,32,14.5,,A
319155200,2021-02-18T00:16:17,36.87954,-76.32647,0.0,218.0,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
538003810,2021-02-18T00:14:21,36.91271,-76.32786,0.0,98.4,352.0,MOL MATRIX,IMO9424924,V7TI3,70,5,302,43,14.2,,A
366839000,2021-02-18T00:15:52,36.85348,-76.31082,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
636017072,2021-02-18T00:16:09,37.23897,-76.11625,0.0,216.8,3.0,SZARE SZEREGI,IMO9708057,D5JD9,70,1,,,,,A
367821000,2021-02-18T00:13:53,36.97284,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
477920300,2021-02-18T00:16:43,36.87767,-76.34983,0.0,139.0,348.0,OOCL ATLANTA,IMO9285005,VRAR6,70,5,323,42,14.5,,A
356643000,2021-02-18T00:17:07,36.93845,-76.37771,0.0,113.8,249.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
338846000,2021-02-18T00:15:49,36.86559,-76.31583,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
538004670,2021-02-18T00:16:00,36.87994,-76.33125,0.0,104.1,94.0,GOLDEN GINGER,IMO9590761,V7YI9,70,5,229,32,14.5,,A
367359930,2021-02-18T00:15:19,36.82420,-76.28912,0.0,297.5,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
255805683,2021-02-18T00:15:15,37.00201,-76.28516,16.6,60.4,68.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
565359000,2021-02-18T00:18:35,36.96727,-76.42999,0.0,204.1,40.0,ETERNAL BLISS,IMO9433626,9V8264,70,5,229,32,14.4,70,A
338678000,2021-02-18T00:18:02,36.91619,-76.16841,0.0,286.7,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
373765000,2021-02-18T00:18:00,37.26332,-76.10639,0.1,274.7,2.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
366842000,2021-02-18T00:17:55,36.85384,-76.31118,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
538005622,2021-02-18T00:14:40,37.25241,-76.10219,0.0,116.6,5.0,SASEBO GREEN,IMO9675468,V7FN3,70,1,225,32,14.4,,A
368026000,2021-02-18T00:15:47,36.86576,-76.31603,0.0,234.5,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
241313000,2021-02-18T00:17:25,36.91017,-76.32738,0.0,42.5,351.0,MAERSK EXETER,IMO9475698,SVBY3,70,5,366,48,15.5,,A
366839000,2021-02-18T00:18:51,36.85349,-76.31083,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
372697000,2021-02-18T00:13:48,36.97052,-76.44343,0.1,75.8,325.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
367359930,2021-02-18T00:18:48,36.82419,-76.28912,0.0,296.8,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
366841000,2021-02-18T00:18:52,36.85329,-76.31051,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
338678000,2021-02-18T00:15:02,36.91622,-76.16840,0.0,291.8,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
538003810,2021-02-18T00:17:27,36.91270,-76.32788,0.0,98.4,352.0,MOL MATRIX,IMO9424924,V7TI3,70,5,302,43,14.2,,A
255805683,2021-02-18T00:13:07,36.99709,-76.29570,16.3,58.7,58.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
255805683,2021-02-18T00:17:26,37.00493,-76.27336,16.5,73.9,75.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
255805683,2021-02-18T00:19:33,37.00703,-76.26159,16.2,82.9,89.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
636017072,2021-02-18T00:19:11,37.23893,-76.11629,0.0,216.8,4.0,SZARE SZEREGI,IMO9708057,D5JD9,70,1,,,,,A
241313000,2021-02-18T00:20:28,36.91029,-76.32746,0.0,42.5,351.0,MAERSK EXETER,IMO9475698,SVBY3,70,5,366,48,15.5,,A
355185000,2021-02-18T00:19:07,36.87203,-76.34839,0.0,275.2,348.0,MSC GISELLE,IMO9720196,3FPX4,70,5,299,48,14.5,,A
319155200,2021-02-18T00:19:17,36.87958,-76.32645,0.0,218.0,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
366841000,2021-02-18T00:15:53,36.85329,-76.31054,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
367359930,2021-02-18T00:16:29,36.82419,-76.28911,0.0,296.4,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367359930,2021-02-18T00:14:10,36.82419,-76.28913,0.0,291.9,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
372697000,2021-02-18T00:16:45,36.97053,-76.44340,0.1,139.2,324.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
367821000,2021-02-18T00:16:54,36.97284,-76.43368,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
367359930,2021-02-18T00:17:39,36.82419,-76.28912,0.0,295.5,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
255805683,2021-02-18T00:16:19,37.00351,-76.27938,16.4,72.9,75.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
255805683,2021-02-18T00:20:37,37.00719,-76.25580,15.9,87.8,90.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
538005622,2021-02-18T00:17:40,37.25241,-76.10216,0.0,116.6,4.0,SASEBO GREEN,IMO9675468,V7FN3,70,1,225,32,14.4,,A
565359000,2021-02-18T00:21:35,36.96726,-76.42998,0.0,204.1,40.0,ETERNAL BLISS,IMO9433626,9V8264,70,5,229,32,14.4,70,A
538003810,2021-02-18T00:23:28,36.91263,-76.32778,0.0,98.4,352.0,MOL MATRIX,IMO9424924,V7TI3,70,5,302,43,14.2,,A
338846000,2021-02-18T00:18:48,36.86556,-76.31578,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
255805683,2021-02-18T00:21:50,37.00733,-76.24912,15.8,88.9,90.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
355185000,2021-02-18T00:22:04,36.87198,-76.34840,0.0,275.2,348.0,MSC GISELLE,IMO9720196,3FPX4,70,5,299,48,14.5,,A
368026000,2021-02-18T00:18:47,36.86577,-76.31605,0.0,234.5,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
367822000,2021-02-18T00:20:09,36.97309,-76.43385,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
367822000,2021-02-18T00:23:08,36.97309,-76.43385,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
367359930,2021-02-18T00:19:58,36.82419,-76.28910,0.0,295.4,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
372697000,2021-02-18T00:22:47,36.97050,-76.44340,0.0,185.0,325.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
372697000,2021-02-18T00:19:47,36.97051,-76.44338,0.1,142.5,323.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
255805683,2021-02-18T00:18:32,37.00634,-76.26733,16.5,73.6,76.0,E R CALAIS,IMO9301445,CQEG,70,0,210,30,11.5,79,A
356643000,2021-02-18T00:20:04,36.93841,-76.37772,0.0,113.8,250.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
366841000,2021-02-18T00:21:52,36.85329,-76.31051,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
367359930,2021-02-18T00:21:09,36.82417,-76.28910,0.0,290.3,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367359930,2021-02-18T00:22:19,36.82418,-76.28911,0.0,288.4,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
368026000,2021-02-18T00:21:47,36.86577,-76.31602,0.0,234.5,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
373765000,2021-02-18T00:20:58,37.26330,-76.10646,0.1,274.7,6.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
338678000,2021-02-18T00:21:02,36.91620,-76.16838,0.0,278.2,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
366842000,2021-02-18T00:23:54,36.85382,-76.31119,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
367862000,2021-02-18T00:22:31,36.94813,-76.32967,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
241313000,2021-02-18T00:23:25,36.91025,-76.32741,0.0,42.5,351.0,MAERSK EXETER,IMO9475698,SVBY3,70,5,366,48,15.5,,A
356589000,2021-02-18T00:24:54,36.96288,-76.42420,0.1,128.5,37.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,5,234,38,14.5,70,A
