MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368026000,2021-11-18T00:00:13,36.86581,-76.31603,0.0,337.9,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
563012500,2021-11-18T00:00:07,36.96895,-76.43152,0.0,14.2,49.0,LOWLANDS HOPE,IMO9727182,9V5326,70,5,199,,,70,A
240979000,2021-11-18T00:00:00,37.24687,-76.10550,0.0,52.0,152.0,ANANGEL HARMONY,IMO9434412,SVAX3,70,1,292,45,18.0,70,A
538006378,2021-11-18T00:00:02,37.21446,-76.09040,0.1,245.0,159.0,ARGONAUT,IMO9717694,V7MK8,70,1,229,,,70,A
563016600,2021-11-18T00:00:09,37.26824,-76.10946,0.0,360.0,151.0,ASIAN SUMMIT,IMO9725005,9V3659,70,1,200,32,9.6,70,A
366539000,2021-11-18T00:00:03,36.96315,-76.42024,0.0,0.0,187.0,OVERSEAS ANACORTES,IMO9353591,KCHV,80,0,183,32,12.2,80,A
367359930,2021-11-18T00:00:02,36.82408,-76.28906,0.0,253.9,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
210210000,2021-11-18T00:00:01,37.00671,-76.23892,14.6,100.4,107.0,CAPE CORFU,IMO9857432,5BTK5,70,0,186,35,8.5,70,A
636019413,2021-11-18T00:00:03,37.13317,-76.14050,16.2,320.2,329.0,MSC PARIS,IMO9301483,D5UK4,71,0,334,42,12.3,70,A
367359930,2021-11-18T00:01:12,36.82408,-76.28905,0.0,253.2,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
219028014,2021-11-18T00:00:32,37.20354,-76.12783,0.0,207.6,149.0,NORD BALTIC,IMO9826433,OZSL2,70,1,200,32,6.4,70,A
538007238,2021-11-18T00:00:03,37.25840,-76.11374,0.0,101.9,165.0,SAMJOHN LEGACY,IMO9434436,V7ZX7,70,1,292,45,9.4,70,A
352979000,2021-11-18T00:00:03,37.25950,-76.09660,0.0,176.8,156.0,GLORY MOON,IMO7328786,HOBR,70,1,175,25,,70,A
636019413,2021-11-18T00:01:10,37.13750,-76.14367,16.1,323.1,330.0,MSC PARIS,IMO9301483,D5UK4,71,0,334,42,12.3,70,A
367822000,2021-11-18T00:00:51,36.97307,-76.43390,0.0,0.0,1.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
368707000,2021-11-18T00:01:26,36.93066,-76.33223,0.0,266.6,86.0,WATSON,IMO9112727,NHLS,70,5,289,32,10.4,35,A
366841000,2021-11-18T00:01:46,36.85346,-76.31081,0.0,0.0,40.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,70,A
372100000,2021-11-18T00:01:38,37.23830,-76.12038,0.0,150.0,152.0,N AMALTHIA,IMO9364277,3EIC7,70,1,224,32,13.8,79,A
367359930,2021-11-18T00:02:22,36.82407,-76.28905,0.0,252.5,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
244750715,2021-11-18T00:00:04,37.16427,-76.15175,14.6,352.6,353.0,TIBERBORG,IMO9546473,PCUC,70,0,172,21,9.4,70,A
244750715,2021-11-18T00:01:05,37.16832,-76.15237,14.7,352.6,353.0,TIBERBORG,IMO9546473,PCUC,70,0,172,21,9.4,70,A
210210000,2021-11-18T00:01:04,37.00543,-76.23404,14.6,109.2,108.0,CAPE CORFU,IMO9857432,5BTK5,70,0,186,35,8.5,70,A
