MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367359930,2022-05-20T00:00:31,36.82421,-76.28911,0.0,227.8,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
354643000,2022-05-20T00:00:29,36.87913,-76.33120,0.1,287.0,91.0,HONG SHENG,IMO9563627,3FLE9,70,0,225,32,14.2,70,A
636017103,2022-05-20T00:00:33,36.87855,-76.34984,0.8,123.6,339.0,MAERSK SKARSTIND,IMO9740457,D5JH7,70,0,300,,,71,A
338678000,2022-05-20T00:00:55,36.95273,-76.18349,0.0,227.7,20.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,1,54,12,4.0,35,A
241602000,2022-05-20T00:00:01,37.19414,-76.10823,0.0,237.6,18.0,PATRA,IMO9607801,SVCZ9,70,1,225,32,7.0,70,A
244632000,2022-05-20T00:00:01,36.94250,-76.36383,0.0,314.6,257.0,VIRGINIABORG,IMO9234290,PBDL,70,0,132,15,8.1,70,A
563073100,2022-05-20T00:00:39,37.20459,-76.11382,0.0,212.9,33.0,FRIEDRICH SCHULTE,IMO9841940,9V6062,70,1,180,32,6.7,70,A
538004052,2022-05-20T00:01:06,37.18458,-76.12864,0.1,234.3,31.0,ATHENA,IMO9426726,V7UX4,70,1,199,32,12.0,70,A
564837000,2022-05-20T00:01:03,36.92395,-76.32942,0.0,202.8,354.0,MAERSK VALLVIK,IMO9411381,9V8839,70,5,179,27,10.7,70,A
353718000,2022-05-20T00:00:44,37.26245,-76.15555,0.1,279.3,25.0,ZENA A,IMO9087221,3FJN4,70,1,185,30,11.2,70,A
212054000,2022-05-20T00:01:14,37.26985,-76.11052,0.1,171.0,13.0,CAPE ISLAND,IMO9277711,P3QT9,70,1,288,45,17.7,70,A
538009297,2022-05-20T00:00:30,37.20647,-76.09670,0.1,174.0,9.0,NORDIC ODIN,IMO9687239,V7A4559,79,1,225,32,7.1,79,A
369462000,2022-05-20T00:01:08,36.93051,-76.33239,0.0,205.1,87.0,USNS MONTFORD POINT,IMO9647514,NMFP,70,5,239,49,12.0,35,A
367862000,2022-05-20T00:01:11,36.94844,-76.33063,0.0,50.2,99.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,35,A
563159900,2022-05-20T00:00:41,37.19410,-76.13476,0.1,271.7,36.0,ANNEGRIT,IMO9512630,9V8102,70,1,200,32,6.8,70,A
538005231,2022-05-20T00:01:16,37.24327,-76.08509,0.0,88.6,9.0,PANASIATIC,IMO9310276,V7CB2,70,1,230,32,14.4,70,A
366839000,2022-05-20T00:01:54,36.85322,-76.31049,0.0,0.0,39.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,70,A
636019331,2022-05-20T00:01:02,36.87463,-76.34905,0.0,156.0,348.0,MSC QINGDAO,IMO9256470,D5UA5,70,5,323,43,13.3,71,A
311001075,2022-05-20T00:01:52,37.20708,-76.13204,0.1,271.4,34.0,UNITY ENDEAVOUR,IMO9696797,C6FD3,70,1,200,32,6.8,70,A
636017103,2022-05-20T00:01:44,36.87828,-76.34946,1.4,136.8,338.0,MAERSK SKARSTIND,IMO9740457,D5JH7,70,0,300,,,71,A
477108700,2022-05-20T00:02:05,37.20173,-76.08508,0.0,180.0,8.0,GOLDEN SUEK,IMO9438614,VRJN9,70,1,224,32,14.5,79,A
244632000,2022-05-20T00:01:11,36.94250,-76.36383,0.0,314.6,257.0,VIRGINIABORG,IMO9234290,PBDL,70,0,132,15,8.1,70,A
257316000,2022-05-20T00:01:41,37.20941,-76.16172,0.1,283.4,31.0,SPAR LYRA,IMO9289013,LAZP5,70,1,190,32,12.6,70,A
367359930,2022-05-20T00:01:41,36.82421,-76.28911,0.0,232.4,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
538009627,2022-05-20T00:02:13,37.21921,-76.11857,0.0,176.6,24.0,MAGIC MARS,IMO9691400,V7A4973,70,1,223,32,8.7,70,A
371040000,2022-05-20T00:01:57,36.96279,-76.42422,0.1,183.4,39.0,SUIGO,IMO9536791,3EWI4,70,5,289,45,18.0,70,A
636021044,2022-05-20T00:01:45,37.26263,-76.13655,0.0,202.0,28.0,VELOCE,IMO9552836,5LBZ2,70,1,229,32,8.4,70,A
538009521,2022-05-20T00:01:31,36.87957,-76.32639,0.1,186.3,274.0,VENTURE BREEZE,IMO9725419,V7A4843,70,5,179,30,7.0,70,A
354643000,2022-05-20T00:01:40,36.87923,-76.33125,0.1,303.0,92.0,HONG SHENG,IMO9563627,3FLE9,70,0,225,32,14.2,70,A
368026000,2022-05-20T00:02:11,36.86581,-76.31603,0.0,187.5,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
477624100,2022-05-20T00:01:29,36.91140,-76.32758,0.0,342.4,353.0,MADRID EXPRESS,IMO9447847,VRTN4,74,5,366,48,12.2,74,A
538008995,2022-05-20T00:02:37,37.22660,-76.15813,0.0,307.1,28.0,AM JYOTI,IMO9880233,V7A4174,70,1,229,32,7.3,70,A
566399000,2022-05-20T00:01:30,36.96908,-76.43149,0.0,256.1,50.0,MANDARIN OCEAN,IMO9569255,9V8323,70,5,189,32,12.8,70,A
338846000,2022-05-20T00:02:50,36.97283,-76.43357,0.0,0.1,239.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,35,A
366418000,2022-05-20T00:01:37,36.90497,-76.32656,0.0,336.9,352.0,POTOMAC EXPRESS,IMO9349526,WDM2204,70,5,306,40,14.1,70,A
367866000,2022-05-20T00:02:10,36.94350,-76.33274,0.0,61.3,86.0,LEROY GRUMMAN,IMO8511500,NNLG,80,5,206,29,,0,A
538007024,2022-05-20T00:03:19,36.96726,-76.42994,0.0,42.6,41.0,RIKKE,IMO9784362,V7BB3,70,5,228,,,70,A
636017065,2022-05-20T00:02:29,37.25078,-76.11638,0.1,62.9,10.0,GREEK SEAS,IMO9718698,D5JD3,70,1,229,,,70,A
636015671,2022-05-20T00:01:47,37.21832,-76.13056,0.0,230.3,27.0,ALICIA,IMO9663623,D5CD6,70,1,199,32,13.3,70,A
563081600,2022-05-20T00:03:09,37.23348,-76.12135,0.0,342.8,17.0,SOUTHERN HAWK,IMO9858527,9V6042,70,1,229,32,8.1,70,A
244632000,2022-05-20T00:02:21,36.94250,-76.36383,0.0,314.6,257.0,VIRGINIABORG,IMO9234290,PBDL,70,0,132,15,8.1,70,A
636017103,2022-05-20T00:02:54,36.87784,-76.34905,2.1,145.8,336.0,MAERSK SKARSTIND,IMO9740457,D5JH7,70,0,300,,,71,A
229264000,2022-05-20T00:03:15,37.18220,-76.11464,0.0,248.0,20.0,NBA REMBRANDT,IMO9644500,9HA3182,70,1,254,43,13.6,79,A
538007067,2022-05-20T00:02:14,37.23108,-76.10786,0.0,153.9,12.0,ULTRA PUMA,IMO9758399,V7LY7,70,1,228,,,70,A
255805681,2022-05-20T00:03:00,37.23033,-76.08976,0.0,236.4,5.0,HILLE OLDENDORFF,IMO9731573,CQEE,70,1,299,,,70,A
367359930,2022-05-20T00:02:43,36.82420,-76.28912,0.0,235.4,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
374803000,2022-05-20T00:03:09,36.93885,-76.37430,0.3,246.2,241.0,BOSTON HARMONY,IMO9755701,3EZB5,70,1,182,,,90,A
477631300,2022-05-20T00:02:44,36.96249,-76.42359,0.1,239.8,38.0,TIGER NORTH,IMO9619878,VRKE5,70,5,225,32,14.2,70,A
636018643,2022-05-20T00:01:54,37.21833,-76.08630,0.0,226.9,13.0,TAHO EUROPE,IMO9805790,D5QR3,70,1,228,36,7.5,70,A
366841000,2022-05-20T00:03:19,36.85348,-76.31085,0.0,0.0,40.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,70,A
538009521,2022-05-20T00:04:31,36.87956,-76.32639,0.1,182.7,274.0,VENTURE BREEZE,IMO9725419,V7A4843,70,5,179,30,7.0,70,A
538005231,2022-05-20T00:04:14,37.24329,-76.08509,0.0,88.6,8.0,PANASIATIC,IMO9310276,V7CB2,70,1,230,32,14.4,70,A
