MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
366842000,2021-02-19T00:09:02,36.85382,-76.31123,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
355185000,2021-02-19T00:09:42,37.00161,-76.21934,14.9,109.5,109.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
538005972,2021-02-19T00:11:26,36.96525,-76.43507,12.0,140.0,136.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
356643000,2021-02-19T00:11:06,36.93719,-76.37836,0.1,91.1,284.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
367136680,2021-02-19T00:11:38,36.92405,-76.32956,0.0,92.5,357.0,ST LOUIS EXPRESS,IMO9243186,WDD3825,70,5,243,32,11.0,79,A
355185000,2021-02-19T00:11:53,36.99871,-76.20852,14.9,108.1,108.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
319155200,2021-02-19T00:10:56,36.87959,-76.32650,0.0,300.5,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
565359000,2021-02-19T00:10:07,36.96442,-76.43129,2.8,135.7,120.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
366841000,2021-02-19T00:11:55,36.85327,-76.31054,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
356589000,2021-02-19T00:10:13,37.23804,-76.09436,0.0,147.8,342.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
373765000,2021-02-19T00:12:07,37.26324,-76.10612,0.1,240.4,353.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
366842000,2021-02-19T00:12:05,36.85385,-76.31119,0.0,0.0,41.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
303210000,2021-02-19T00:12:05,37.29251,-76.11396,16.9,17.2,16.0,PATRIOT,IMO9316139,WAIU,70,0,199,32,11.3,,A
373119000,2021-02-19T00:10:50,36.90910,-76.32708,0.0,328.0,352.0,HELSINKI BRIDGE,IMO9588081,3FIW4,70,5,334,45,14.0,73,A
565359000,2021-02-19T00:11:17,36.96384,-76.43029,3.2,120.1,120.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
372697000,2021-02-19T00:10:45,36.97020,-76.44369,0.2,86.2,334.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
355185000,2021-02-19T00:10:47,37.00014,-76.21394,14.9,108.3,108.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
368445000,2021-02-19T00:11:00,36.96309,-76.42011,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
367359930,2021-02-19T00:11:45,36.82419,-76.28914,0.0,299.8,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
565359000,2021-02-19T00:12:27,36.96324,-76.42904,3.8,122.4,126.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
338678000,2021-02-19T00:12:04,36.91621,-76.16842,0.0,290.1,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
565359000,2021-02-19T00:13:38,36.96244,-76.42766,4.4,130.0,133.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
356589000,2021-02-19T00:13:14,37.23806,-76.09441,0.0,111.6,343.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
355185000,2021-02-19T00:12:59,36.99734,-76.20323,14.6,107.6,107.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
338846000,2021-02-19T00:13:18,36.86556,-76.31581,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
303210000,2021-02-19T00:13:07,37.29704,-76.11167,17.0,29.4,28.0,PATRIOT,IMO9316139,WAIU,70,0,199,32,11.3,,A
303210000,2021-02-19T00:11:00,37.28761,-76.11581,16.6,16.2,15.0,PATRIOT,IMO9316139,WAIU,70,0,199,32,11.3,,A
368026000,2021-02-19T00:11:43,36.86575,-76.31604,0.0,234.1,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
367862000,2021-02-19T00:13:30,36.94814,-76.32972,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
538005972,2021-02-19T00:13:47,36.95950,-76.42825,12.2,136.0,135.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
372697000,2021-02-19T00:13:45,36.97025,-76.44361,0.2,116.9,332.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
367822000,2021-02-19T00:14:09,36.97308,-76.43386,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
367822000,2021-02-19T00:11:10,36.97309,-76.43386,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
368445000,2021-02-19T00:14:01,36.96305,-76.42011,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
220413000,2021-02-19T00:12:28,36.91244,-76.32769,0.0,283.1,353.0,GUNVOR MAERSK,IMO9302891,OYGC2,70,5,367,42,15.0,,A
319155200,2021-02-19T00:13:55,36.87949,-76.32644,0.0,300.5,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
373119000,2021-02-19T00:13:50,36.90910,-76.32708,0.0,328.0,352.0,HELSINKI BRIDGE,IMO9588081,3FIW4,70,5,334,45,14.0,73,A
367136680,2021-02-19T00:14:37,36.92410,-76.32964,0.0,92.5,357.0,ST LOUIS EXPRESS,IMO9243186,WDD3825,70,5,243,32,11.0,79,A
367359930,2021-02-19T00:12:56,36.82420,-76.28915,0.0,300.5,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
636017072,2021-02-19T00:13:22,37.23888,-76.11551,0.1,255.7,349.0,SZARE SZEREGI,IMO9708057,D5JD9,70,1,,,,,A
356643000,2021-02-19T00:14:05,36.93717,-76.37833,0.1,149.5,283.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
368026000,2021-02-19T00:14:44,36.86577,-76.31604,0.0,234.1,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
366839000,2021-02-19T00:13:57,36.85343,-76.31081,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
366842000,2021-02-19T00:15:00,36.85386,-76.31119,0.0,0.0,41.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
538005972,2021-02-19T00:14:56,36.95657,-76.42477,12.2,136.0,124.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
565359000,2021-02-19T00:14:48,36.96129,-76.42631,5.1,140.0,136.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
538005622,2021-02-19T00:14:40,37.25248,-76.10095,0.1,240.2,342.0,SASEBO GREEN,IMO9675468,V7FN3,70,1,225,32,14.4,,A
338678000,2021-02-19T00:15:04,36.91621,-76.16841,0.0,294.4,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
303210000,2021-02-19T00:15:18,37.30577,-76.10498,17.0,31.7,29.0,PATRIOT,IMO9316139,WAIU,70,0,199,32,11.3,,A
355185000,2021-02-19T00:15:11,36.99462,-76.19264,14.2,108.4,108.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
338846000,2021-02-19T00:16:18,36.86557,-76.31580,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
565359000,2021-02-19T00:15:57,36.96002,-76.42486,5.5,135.0,133.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
366841000,2021-02-19T00:14:52,36.85328,-76.31051,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
303210000,2021-02-19T00:16:23,37.31012,-76.10164,16.9,32.0,29.0,PATRIOT,IMO9316139,WAIU,70,0,199,32,11.3,,A
303210000,2021-02-19T00:14:11,37.30127,-76.10842,17.0,32.2,30.0,PATRIOT,IMO9316139,WAIU,70,0,199,32,11.3,,A
220413000,2021-02-19T00:15:29,36.91243,-76.32769,0.0,195.9,353.0,GUNVOR MAERSK,IMO9302891,OYGC2,70,5,367,42,15.0,,A
355185000,2021-02-19T00:17:23,36.99199,-76.18279,13.1,108.1,108.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
355185000,2021-02-19T00:16:17,36.99330,-76.18767,13.6,107.9,108.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
367359930,2021-02-19T00:15:15,36.82419,-76.28913,0.0,304.1,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
372697000,2021-02-19T00:16:45,36.97025,-76.44363,0.1,254.7,329.0,BALSA 85,IMO9580261,H9UN,70,1,106,19,6.8,70,A
367136680,2021-02-19T00:17:38,36.92401,-76.32961,0.0,92.5,357.0,ST LOUIS EXPRESS,IMO9243186,WDD3825,70,5,243,32,11.0,79,A
367822000,2021-02-19T00:17:09,36.97310,-76.43386,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
367359930,2021-02-19T00:17:34,36.82419,-76.28912,0.0,295.6,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
373119000,2021-02-19T00:16:50,36.90907,-76.32717,0.0,328.0,352.0,HELSINKI BRIDGE,IMO9588081,3FIW4,70,5,334,45,14.0,73,A
319155200,2021-02-19T00:16:55,36.87952,-76.32640,0.0,300.5,275.0,CLARA,IMO9304083,ZGII,70,5,225,32,7.3,70,A
368445000,2021-02-19T00:17:00,36.96307,-76.42014,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
303210000,2021-02-19T00:17:30,37.31462,-76.09819,17.0,32.1,30.0,PATRIOT,IMO9316139,WAIU,70,0,199,32,11.3,,A
356589000,2021-02-19T00:16:13,37.23805,-76.09445,0.1,106.8,344.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
565359000,2021-02-19T00:17:07,36.95870,-76.42323,5.9,137.1,133.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
356643000,2021-02-19T00:17:06,36.93717,-76.37835,0.1,0.2,285.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
366839000,2021-02-19T00:16:59,36.85350,-76.31085,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
373765000,2021-02-19T00:17:59,37.26325,-76.10623,0.0,240.4,356.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
367359930,2021-02-19T00:16:25,36.82418,-76.28912,0.0,305.8,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
636017072,2021-02-19T00:16:14,37.23893,-76.11554,0.0,255.7,352.0,SZARE SZEREGI,IMO9708057,D5JD9,70,1,,,,,A
338678000,2021-02-19T00:18:04,36.91619,-76.16840,0.0,277.9,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
538005972,2021-02-19T00:19:35,36.95333,-76.40715,11.2,84.0,84.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
355185000,2021-02-19T00:18:29,36.99078,-76.17806,13.1,107.8,108.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
355185000,2021-02-19T00:19:32,36.98963,-76.17339,13.2,106.9,106.0,MSC GISELLE,IMO9720196,3FPX4,70,0,299,48,14.5,,A
367862000,2021-02-19T00:19:32,36.94813,-76.32975,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
220413000,2021-02-19T00:18:28,36.91244,-76.32770,0.0,195.4,353.0,GUNVOR MAERSK,IMO9302891,OYGC2,70,5,367,42,15.0,,A
565359000,2021-02-19T00:19:28,36.95601,-76.41935,6.5,121.4,114.0,ETERNAL BLISS,IMO9433626,9V8264,70,0,229,32,14.4,70,A
338846000,2021-02-19T00:19:18,36.86560,-76.31580,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
367862000,2021-02-19T00:16:31,36.94811,-76.32969,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
