MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367359930,2021-05-15T00:00:09,36.82420,-76.28912,0.0,228.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
338846000,2021-05-15T00:00:06,36.86553,-76.31583,0.0,0.1,227.0,USNS MENDONCA,IMO9147320,NBMK,70,3,289,32,10.9,35,A
636020536,2021-05-15T00:00:06,36.87468,-76.34902,0.0,324.0,348.0,EVER FAIR,IMO9850886,D5ZQ6,71,0,333,48,12.9,71,A
636012908,2021-05-15T00:00:02,36.98203,-76.33555,0.0,76.6,76.0,TAVRICHESKY BRIDGE,IMO9292060,A8IZ6,80,1,182,32,12.2,80,A
366841000,2021-05-15T00:00:48,36.85328,-76.31054,0.0,0.0,40.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,70,A
338678000,2021-05-15T00:00:04,36.91620,-76.16839,0.0,184.9,11.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
367222000,2021-05-15T00:00:51,36.94832,-76.33072,0.0,69.5,101.0,WALTER S DIEHL,IMO8511495,NWSD,80,5,206,29,,0,A
636015650,2021-05-15T00:00:44,36.96284,-76.42409,0.0,36.0,37.0,NS ENERGY,IMO9609732,D5CA8,70,5,225,32,14.2,79,A
538005113,2021-05-15T00:01:01,37.20853,-76.11743,0.0,72.6,21.0,ALGOMA VISION,IMO9640944,V7BC3,70,1,228,32,13.5,70,A
538005067,2021-05-15T00:00:57,37.26797,-76.10291,0.0,2.7,19.0,AM KRAKOW,IMO9624122,V7AU2,70,1,229,32,14.5,70,A
367633000,2021-05-15T00:00:13,36.96620,-76.42782,0.0,352.6,222.0,LONESTAR STATE,IMO9697985,WLSY,80,5,178,,,80,A
367822000,2021-05-15T00:00:55,36.97310,-76.43385,0.0,0.0,1.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
538009119,2021-05-15T00:01:04,37.18796,-76.13338,0.0,215.1,26.0,ARMONIA.GR,IMO9758868,V7A4344,70,1,199,32,6.5,70,A
366842000,2021-05-15T00:01:07,36.85384,-76.31118,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,79,A
636092308,2021-05-15T00:01:15,37.23696,-76.09085,0.0,262.5,3.0,BELO HORIZONTE,IMO9605645,D5AF7,70,1,229,32,14.4,70,A
367359930,2021-05-15T00:01:18,36.82420,-76.28913,0.0,229.3,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
368026000,2021-05-15T00:01:26,36.86578,-76.31604,0.0,218.7,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
338846000,2021-05-15T00:01:14,36.86557,-76.31578,0.0,0.1,227.0,USNS MENDONCA,IMO9147320,NBMK,70,3,289,32,10.9,35,A
636020536,2021-05-15T00:01:16,36.87467,-76.34903,0.0,324.0,348.0,EVER FAIR,IMO9850886,D5ZQ6,71,0,333,48,12.9,71,A
565003000,2021-05-15T00:01:45,37.24285,-76.10999,0.0,275.4,13.0,BULK FINLAND,IMO9691577,9V2513,70,1,224,32,14.4,70,A
367359930,2021-05-15T00:02:28,36.82419,-76.28912,0.0,232.9,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367821000,2021-05-15T00:01:27,36.97285,-76.43366,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
477638900,2021-05-15T00:02:11,36.87960,-76.32646,0.0,204.2,273.0,BBG BRIGHT,IMO9598177,VRLC5,70,5,229,32,14.5,70,A
367865000,2021-05-15T00:02:19,36.96248,-76.41928,0.0,0.0,189.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,35,A
338846000,2021-05-15T00:02:25,36.86555,-76.31582,0.0,0.1,227.0,USNS MENDONCA,IMO9147320,NBMK,70,3,289,32,10.9,35,A
357997000,2021-05-15T00:01:41,37.20198,-76.08931,0.0,39.2,13.0,NORD TREASURE,IMO9566459,3ESI7,70,1,189,32,12.7,70,A
636018138,2021-05-15T00:02:12,36.90520,-76.32637,0.0,352.0,352.0,AAL SINGAPORE,IMO9498365,D5OJ2,70,5,193,28,11.2,70,A
367633000,2021-05-15T00:03:13,36.96632,-76.42767,0.0,347.1,222.0,LONESTAR STATE,IMO9697985,WLSY,80,5,178,,,80,A
636020536,2021-05-15T00:02:25,36.87469,-76.34902,0.0,324.0,348.0,EVER FAIR,IMO9850886,D5ZQ6,71,0,333,48,12.9,71,A
338846000,2021-05-15T00:03:34,36.86557,-76.31578,0.0,0.1,227.0,USNS MENDONCA,IMO9147320,NBMK,70,3,289,32,10.9,35,A
538005067,2021-05-15T00:03:53,37.26799,-76.10293,0.0,5.1,19.0,AM KRAKOW,IMO9624122,V7AU2,70,1,229,32,14.5,70,A
636020536,2021-05-15T00:03:35,36.87469,-76.34901,0.0,324.0,348.0,EVER FAIR,IMO9850886,D5ZQ6,71,0,333,48,12.9,71,A
367222000,2021-05-15T00:03:50,36.94837,-76.33073,0.0,69.5,101.0,WALTER S DIEHL,IMO8511495,NWSD,80,5,206,29,,0,A
368026000,2021-05-15T00:04:26,36.86577,-76.31601,0.0,218.7,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
368445000,2021-05-15T00:02:18,36.96315,-76.42015,0.0,0.0,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
538005113,2021-05-15T00:03:59,37.20855,-76.11743,0.0,72.6,23.0,ALGOMA VISION,IMO9640944,V7BC3,70,1,228,32,13.5,70,A
636015650,2021-05-15T00:03:39,36.96281,-76.42411,0.0,36.0,37.0,NS ENERGY,IMO9609732,D5CA8,70,5,225,32,14.2,79,A
367821000,2021-05-15T00:04:28,36.97285,-76.43366,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
338846000,2021-05-15T00:04:44,36.86555,-76.31580,0.0,0.1,227.0,USNS MENDONCA,IMO9147320,NBMK,70,3,289,32,10.9,35,A
338678000,2021-05-15T00:03:04,36.91625,-76.16841,0.0,171.5,11.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
538009119,2021-05-15T00:04:06,37.18800,-76.13343,0.0,215.1,27.0,ARMONIA.GR,IMO9758868,V7A4344,70,1,199,32,6.5,70,A
636012908,2021-05-15T00:03:01,36.98196,-76.33553,0.0,75.5,75.0,TAVRICHESKY BRIDGE,IMO9292060,A8IZ6,80,1,182,32,12.2,80,A
366839000,2021-05-15T00:03:51,36.85348,-76.31085,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,70,A
366842000,2021-05-15T00:04:03,36.85383,-76.31118,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,79,A
372348000,2021-05-15T00:02:43,37.19031,-76.09731,0.1,332.7,23.0,PRT KAHO,IMO9701152,3FGE7,70,1,224,32,14.4,70,A
366841000,2021-05-15T00:03:48,36.85328,-76.31054,0.0,0.0,41.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,70,A
367822000,2021-05-15T00:03:55,36.97311,-76.43385,0.0,0.0,1.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
477638900,2021-05-15T00:05:09,36.87959,-76.32649,0.0,204.2,273.0,BBG BRIGHT,IMO9598177,VRLC5,70,5,229,32,14.5,70,A
367359930,2021-05-15T00:03:40,36.82418,-76.28913,0.0,240.2,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
565003000,2021-05-15T00:04:49,37.24283,-76.10998,0.0,275.4,13.0,BULK FINLAND,IMO9691577,9V2513,70,1,224,32,14.4,70,A
636020536,2021-05-15T00:04:45,36.87468,-76.34901,0.0,324.0,348.0,EVER FAIR,IMO9850886,D5ZQ6,71,0,333,48,12.9,71,A
220413000,2021-05-15T00:05:10,36.91010,-76.32741,0.0,250.6,173.0,GUNVOR MAERSK,IMO9302891,OYGC2,70,5,367,42,15.0,71,A
367359930,2021-05-15T00:05:59,36.82420,-76.28913,0.0,266.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367865000,2021-05-15T00:05:18,36.96254,-76.41925,0.0,0.0,189.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,35,A
368445000,2021-05-15T00:05:19,36.96311,-76.42010,0.0,0.0,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
