MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
212040000,2022-02-15T00:00:03,37.20955,-76.09888,0.0,283.5,1.0,UBC TILBURY,IMO9416721,5BXL2,70,0,182,28,10.8,77,A
538008995,2022-02-15T00:00:12,36.96735,-76.42992,0.0,44.9,39.0,AM JYOTI,IMO9880233,V7A4174,70,5,229,32,8.3,70,A
367359930,2022-02-15T00:00:00,36.87100,-76.34751,0.0,211.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
255806494,2022-02-15T00:00:04,37.07160,-76.09688,16.6,331.5,333.0,MSC ELODIE,IMO9704972,CQEV3,71,0,300,48,11.6,71,A
636018028,2022-02-15T00:00:34,36.90483,-76.32657,0.1,174.9,353.0,ATHENIAN,IMO9408865,D5NV8,70,5,349,45,15.0,71,A
368707000,2022-02-15T00:00:58,36.93064,-76.33223,0.0,0.0,86.0,WATSON,IMO9112727,NHLS,70,5,289,32,10.4,35,A
477665400,2022-02-15T00:00:12,36.87527,-76.34936,0.0,163.2,347.0,EVER FRANK,IMO9850587,VRTW3,74,5,334,48,12.1,74,A
538008273,2022-02-15T00:00:07,37.00654,-76.26698,13.4,256.7,259.0,CAPE TOWN EAGLE,IMO9700134,V7A2176,74,0,200,32,7.1,74,A
538009119,2022-02-15T00:00:10,37.16869,-76.12178,0.0,254.1,337.0,ARMONIA.GR,IMO9758868,V7A4344,70,1,199,32,6.7,70,A
367932000,2022-02-15T00:01:06,36.95955,-76.33005,0.0,67.0,100.0,JOHN LENTHALL,IMO8325547,NJLN,80,5,193,29,,35,A
255806494,2022-02-15T00:01:09,37.07612,-76.10001,16.8,331.3,333.0,MSC ELODIE,IMO9704972,CQEV3,71,0,300,48,11.6,71,A
232025072,2022-02-15T00:00:40,37.19174,-76.10868,0.0,264.4,8.0,ANGLO CYNOSURE,IMO9599133,MGIL3,70,1,240,38,7.5,70,A
366839000,2022-02-15T00:01:08,36.85326,-76.31054,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,70,A
367822000,2022-02-15T00:00:33,36.97308,-76.43388,0.0,0.0,1.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
338678000,2022-02-15T00:00:48,36.91624,-76.16846,0.0,294.4,9.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
366841000,2022-02-15T00:01:23,36.85344,-76.31081,0.0,0.0,41.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,70,A
538008273,2022-02-15T00:01:16,37.00550,-76.27228,13.5,255.5,258.0,CAPE TOWN EAGLE,IMO9700134,V7A2176,74,0,200,32,7.1,74,A
354706000,2022-02-15T00:00:20,37.15970,-76.13528,0.1,182.7,16.0,CORESHIP OL,IMO9473755,HORG,70,1,178,29,7.0,70,A
368026000,2022-02-15T00:01:27,36.86571,-76.31605,0.0,193.4,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
367359930,2022-02-15T00:01:09,36.87091,-76.34748,0.0,211.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
212040000,2022-02-15T00:01:13,37.20955,-76.09890,0.0,287.1,1.0,UBC TILBURY,IMO9416721,5BXL2,70,0,182,28,10.8,77,A
255806494,2022-02-15T00:02:15,37.08060,-76.10306,16.8,330.6,332.0,MSC ELODIE,IMO9704972,CQEV3,71,0,300,48,11.6,71,A
477624100,2022-02-15T00:01:23,36.90983,-76.32733,0.0,162.5,353.0,MADRID EXPRESS,IMO9447847,VRTN4,74,5,366,48,12.7,74,A
373075000,2022-02-15T00:01:06,37.23596,-76.11889,0.0,271.2,28.0,FRONTIER UNITY,IMO9604976,3FJX7,70,1,291,45,18.2,79,A
636016295,2022-02-15T00:01:52,37.18114,-76.11245,0.1,193.0,355.0,ANTONIA S,IMO9591088,D5FK7,70,1,229,32,14.4,70,A
538007024,2022-02-15T00:01:25,37.20575,-76.08571,0.1,231.6,358.0,RIKKE,IMO9784362,V7BB3,70,1,228,,,70,A
352692000,2022-02-15T00:01:31,37.19933,-76.13463,0.0,264.3,26.0,MELODIA,IMO9607813,3EZI2,70,1,225,32,14.4,70,A
636018518,2022-02-15T00:02:06,36.87984,-76.33116,0.0,95.9,95.0,MEDI GINEVRA,IMO9815939,D5QB3,70,5,229,36,7.4,70,A
367359930,2022-02-15T00:02:19,36.87093,-76.34776,0.0,211.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
538008273,2022-02-15T00:02:27,37.00442,-76.27766,13.6,255.5,258.0,CAPE TOWN EAGLE,IMO9700134,V7A2176,74,0,200,32,7.1,74,A
538003974,2022-02-15T00:02:12,37.18304,-76.12779,0.0,55.8,342.0,KINGFISHER,IMO9441348,V7UL8,70,1,189,32,12.9,70,A
212040000,2022-02-15T00:02:24,37.20957,-76.09892,0.0,333.1,1.0,UBC TILBURY,IMO9416721,5BXL2,70,0,182,28,10.8,77,A
367866000,2022-02-15T00:02:31,36.96242,-76.41927,0.0,0.0,188.0,LEROY GRUMMAN,IMO8511500,NNLG,80,5,206,29,,0,A
367862000,2022-02-15T00:02:36,36.94570,-76.33285,0.0,97.8,87.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,35,A
367062040,2022-02-15T00:02:53,36.83686,-76.27934,0.0,169.7,511.0,SKIPPIN SUE,,WDC6842,74,5,36,9,3.0,74,A
368808000,2022-02-15T00:02:49,36.93234,-76.33174,0.0,359.9,84.0,WRIGHT,IMO6924571,WGLW,70,5,183,27,10.4,90,A
636017989,2022-02-15T00:03:02,36.87957,-76.32647,0.0,147.9,276.0,STAR SUZANNA,IMO9650872,D5NR6,70,5,229,32,7.5,70,A
354706000,2022-02-15T00:03:20,37.15972,-76.13531,0.0,87.5,17.0,CORESHIP OL,IMO9473755,HORG,70,1,178,29,7.0,70,A
538008995,2022-02-15T00:03:15,36.96734,-76.42991,0.0,44.9,39.0,AM JYOTI,IMO9880233,V7A4174,70,5,229,32,8.3,70,A
636019332,2022-02-15T00:01:24,36.87100,-76.34783,0.0,18.0,346.0,MSC TIANJIN,IMO9285471,D5UA6,74,5,323,43,13.6,74,A
538007650,2022-02-15T00:01:36,37.18169,-76.14090,0.0,256.4,348.0,AFRICAN QUEEN,IMO9389930,V7YZ4,70,1,190,32,6.4,70,A
538002808,2022-02-15T00:01:49,36.86348,-76.31353,0.0,54.0,227.0,GENCO WARRIOR,IMO9316153,V7LU3,70,5,189,32,12.5,70,A
477665400,2022-02-15T00:03:12,36.87525,-76.34937,0.0,183.2,347.0,EVER FRANK,IMO9850587,VRTW3,74,5,334,48,12.1,74,A
