MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
228337900,2020-11-19T00:00:00,37.00833,-76.25498,14.8,271.6,266.0,CMA CGM DALILA,IMO9450624,FLSQ,70,0,334,42,15.0,71,A
338418000,2020-11-19T00:00:01,36.92429,-76.32966,0.0,326.4,354.0,MAERSK DENVER,IMO9332999,WMDQ,70,0,299,40,14.5,70,A
228335900,2020-11-19T00:00:05,36.87900,-76.33700,3.9,42.2,29.0,CMA CGM TOSCA,IMO9299783,FMEL,70,0,334,42,14.5,70,A
257864000,2020-11-19T00:00:06,36.95466,-76.39614,12.1,83.0,79.0,HOEGH TARGET,IMO9684976,LAUJ7,70,0,199,40,10.3,,A
367078110,2020-11-19T00:00:07,36.83835,-76.27649,0.0,183.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
366841000,2020-11-19T00:00:12,36.85328,-76.31055,0.0,247.5,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
368026000,2020-11-19T00:00:24,36.86577,-76.31604,0.1,168.4,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
228342900,2020-11-19T00:00:39,36.87417,-76.34908,0.0,237.4,347.0,CMA CGM MEDEA,IMO9299800,FMFR,70,5,349,42,15.0,,A
228337900,2020-11-19T00:01:03,37.00788,-76.26022,14.8,262.1,260.0,CMA CGM DALILA,IMO9450624,FLSQ,70,0,334,42,15.0,71,A
538004978,2020-11-19T00:01:02,36.87997,-76.33103,0.0,134.6,94.0,AM QUEBEC,IMO9624108,V7AE7,70,5,229,32,14.4,,A
367862000,2020-11-19T00:01:02,36.94819,-76.32976,0.0,35.7,279.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
338418000,2020-11-19T00:01:11,36.92428,-76.32966,0.0,327.2,354.0,MAERSK DENVER,IMO9332999,WMDQ,70,0,299,40,14.5,70,A
228335900,2020-11-19T00:01:14,36.88000,-76.33617,3.9,30.8,19.0,CMA CGM TOSCA,IMO9299783,FMEL,70,0,334,42,14.5,70,A
257864000,2020-11-19T00:01:15,36.95524,-76.39131,12.2,80.0,78.0,HOEGH TARGET,IMO9684976,LAUJ7,70,0,199,40,10.3,,A
367078110,2020-11-19T00:01:17,36.83834,-76.27649,0.0,175.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
366839000,2020-11-19T00:01:20,36.85348,-76.31083,0.0,136.2,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
338781000,2020-11-19T00:01:39,36.92697,-76.32988,0.0,221.4,354.0,PHILADELPHIA EXPRESS,IMO9243203,WDC6736,70,5,243,32,11.0,0,A
338678000,2020-11-19T00:01:41,36.91628,-76.16842,0.0,277.7,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
367821000,2020-11-19T00:02:00,36.97283,-76.43366,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
367865000,2020-11-19T00:01:59,36.93396,-76.33294,0.0,132.8,87.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
366574000,2020-11-19T00:02:06,36.97367,-76.43600,0.1,307.1,244.0,CORNHUSKER STATE,IMO6916433,KAFQ,70,5,185,23,9.6,70,A
228337900,2020-11-19T00:02:08,37.00706,-76.26569,14.8,258.4,257.0,CMA CGM DALILA,IMO9450624,FLSQ,70,0,334,42,15.0,71,A
338418000,2020-11-19T00:02:12,36.92428,-76.32966,0.0,309.4,354.0,MAERSK DENVER,IMO9332999,WMDQ,70,0,299,40,14.5,70,A
367078110,2020-11-19T00:02:18,36.83850,-76.27648,0.0,278.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
228335900,2020-11-19T00:02:25,36.88117,-76.33550,3.9,20.3,12.0,CMA CGM TOSCA,IMO9299783,FMEL,70,0,334,42,14.5,70,A
257864000,2020-11-19T00:02:26,36.95575,-76.38654,11.5,83.0,81.0,HOEGH TARGET,IMO9684976,LAUJ7,70,0,199,40,10.3,,A
372177000,2020-11-19T00:02:26,37.27772,-76.10078,0.0,126.6,9.0,TIGER LILY,IMO9744984,3EUW3,70,1,228,,,,A
367822000,2020-11-19T00:02:41,36.97312,-76.43382,0.0,0.0,240.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
366203000,2020-11-19T00:02:45,36.86683,-76.31698,0.0,325.3,511.0,SGT MATEJ KOCAK,IMO7802706,NKCK,70,5,250,32,10.2,,A
366842000,2020-11-19T00:02:50,36.85385,-76.31121,0.0,209.9,43.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
636092029,2020-11-19T00:02:50,37.25446,-76.11452,0.1,83.7,345.0,CONRAD OLDENDORFF,IMO9537903,A8VO4,70,1,229,38,14.9,,A
366841000,2020-11-19T00:03:11,36.85330,-76.31052,0.0,247.5,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
228337900,2020-11-19T00:03:14,37.00603,-76.27119,14.8,255.5,257.0,CMA CGM DALILA,IMO9450624,FLSQ,70,0,334,42,15.0,71,A
338418000,2020-11-19T00:03:22,36.92428,-76.32966,0.0,288.3,354.0,MAERSK DENVER,IMO9332999,WMDQ,70,0,299,40,14.5,70,A
368026000,2020-11-19T00:03:25,36.86576,-76.31606,0.1,172.4,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
367078110,2020-11-19T00:03:28,36.83850,-76.27648,0.0,70.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
228335900,2020-11-19T00:03:34,36.88250,-76.33517,4.2,11.8,4.0,CMA CGM TOSCA,IMO9299783,FMEL,70,0,334,42,14.5,70,A
257864000,2020-11-19T00:03:35,36.95616,-76.38211,11.0,83.0,81.0,HOEGH TARGET,IMO9684976,LAUJ7,70,0,199,40,10.3,,A
228342900,2020-11-19T00:03:39,36.87417,-76.34908,0.0,14.9,347.0,CMA CGM MEDEA,IMO9299800,FMFR,70,5,349,42,15.0,,A
538004978,2020-11-19T00:03:58,36.87997,-76.33105,0.0,134.6,94.0,AM QUEBEC,IMO9624108,V7AE7,70,5,229,32,14.4,,A
228337900,2020-11-19T00:04:20,37.00496,-76.27682,15.0,256.1,257.0,CMA CGM DALILA,IMO9450624,FLSQ,70,0,334,42,15.0,71,A
366839000,2020-11-19T00:04:21,36.85346,-76.31079,0.0,136.2,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
338418000,2020-11-19T00:04:32,36.92427,-76.32966,0.0,299.7,354.0,MAERSK DENVER,IMO9332999,WMDQ,70,0,299,40,14.5,70,A
367078110,2020-11-19T00:04:39,36.83850,-76.27648,0.0,291.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
338781000,2020-11-19T00:04:39,36.92697,-76.32991,0.0,221.4,354.0,PHILADELPHIA EXPRESS,IMO9243203,WDC6736,70,5,243,32,11.0,0,A
338678000,2020-11-19T00:04:41,36.91625,-76.16845,0.0,272.9,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
228335900,2020-11-19T00:04:44,36.88402,-76.33493,4.9,359.6,356.0,CMA CGM TOSCA,IMO9299783,FMEL,70,0,334,42,14.5,70,A
257864000,2020-11-19T00:04:47,36.95656,-76.37765,10.7,84.0,82.0,HOEGH TARGET,IMO9684976,LAUJ7,70,0,199,40,10.3,,A
367821000,2020-11-19T00:04:59,36.97283,-76.43366,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
367865000,2020-11-19T00:04:59,36.93401,-76.33297,0.0,132.8,87.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
366574000,2020-11-19T00:05:05,36.97367,-76.43608,0.0,307.1,244.0,CORNHUSKER STATE,IMO6916433,KAFQ,70,5,185,23,9.6,70,A
372177000,2020-11-19T00:05:26,37.27773,-76.10077,0.1,230.9,8.0,TIGER LILY,IMO9744984,3EUW3,70,1,228,,,,A
228337900,2020-11-19T00:05:26,37.00389,-76.28230,14.8,251.7,251.0,CMA CGM DALILA,IMO9450624,FLSQ,70,0,334,42,15.0,71,A
