MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
367359930,2021-02-21T00:03:34,36.82417,-76.28911,0.0,295.1,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367359930,2021-02-21T00:02:25,36.82418,-76.28913,0.0,287.5,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
366841000,2021-02-21T00:03:05,36.85327,-76.31054,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
366839000,2021-02-21T00:02:15,36.85348,-76.31079,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
538005622,2021-02-21T00:03:16,36.87959,-76.32623,0.0,173.2,276.0,SASEBO GREEN,IMO9675468,V7FN3,70,5,225,32,14.4,,A
373765000,2021-02-21T00:03:18,37.26339,-76.10536,0.0,230.7,345.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
367865000,2021-02-21T00:02:18,36.88689,-76.33849,0.0,286.4,10.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
367353070,2021-02-21T00:03:04,36.94415,-76.32950,0.0,160.0,267.0,EVERGREEN STATE,IMO9408138,WDE4430,80,5,183,32,11.8,89,A
428405000,2021-02-21T00:03:35,36.90627,-76.32671,0.0,351.5,352.0,ZIM QINGDAO,IMO9318163,4XFC,71,5,261,32,9.9,71,A
356589000,2021-02-21T00:04:13,37.23802,-76.09468,0.1,162.4,346.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
477950300,2021-02-21T00:03:33,36.87518,-76.34933,0.0,117.7,347.0,COSCO DEVELOPMENT,IMO9472139,VRIZ9,70,5,366,48,15.5,70,A
367862000,2021-02-21T00:03:44,36.94810,-76.32968,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
338678000,2021-02-21T00:03:30,36.91620,-76.16842,0.0,289.7,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
255806078,2021-02-21T00:05:24,36.90932,-76.32717,0.1,306.9,352.0,NORTHERN MAGNUM,IMO9252541,CQIV4,71,5,300,40,11.3,71,A
368026000,2021-02-21T00:05:43,36.86576,-76.31606,0.0,224.2,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
338846000,2021-02-21T00:04:46,36.86554,-76.31576,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
367359930,2021-02-21T00:04:46,36.82417,-76.28912,0.0,295.6,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
356643000,2021-02-21T00:05:06,36.93744,-76.37763,0.1,29.0,282.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
367865000,2021-02-21T00:05:19,36.88695,-76.33854,0.0,286.4,10.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
351047000,2021-02-21T00:05:57,37.31113,-76.11402,12.8,355.6,355.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
366841000,2021-02-21T00:06:02,36.85329,-76.31052,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
338678000,2021-02-21T00:06:30,36.91621,-76.16842,0.0,287.9,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
428405000,2021-02-21T00:06:34,36.90626,-76.32668,0.0,351.5,352.0,ZIM QINGDAO,IMO9318163,4XFC,71,5,261,32,9.9,71,A
367359930,2021-02-21T00:07:04,36.82418,-76.28913,0.0,299.1,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
366839000,2021-02-21T00:08:09,36.85350,-76.31083,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
477950300,2021-02-21T00:06:31,36.87515,-76.34925,0.0,134.7,347.0,COSCO DEVELOPMENT,IMO9472139,VRIZ9,70,5,366,48,15.5,70,A
636092329,2021-02-21T00:05:04,37.24713,-76.11722,0.1,255.6,341.0,BLUMENAU,IMO9605633,D5AL3,70,1,229,32,14.4,,A
338273000,2021-02-21T00:07:04,36.96380,-76.35621,0.0,24.2,282.0,SLNC YORK,IMO9538907,WNCG,70,1,142,23,5.5,70,A
356589000,2021-02-21T00:07:13,37.23803,-76.09469,0.1,82.2,347.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
367821000,2021-02-21T00:04:53,36.97281,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
477770400,2021-02-21T00:04:49,36.87992,-76.33155,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
351047000,2021-02-21T00:04:47,37.30706,-76.11362,12.7,355.3,355.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
338846000,2021-02-21T00:07:46,36.86556,-76.31579,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
367359930,2021-02-21T00:05:55,36.82417,-76.28913,0.0,292.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367821000,2021-02-21T00:07:53,36.97281,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
367822000,2021-02-21T00:08:09,36.97311,-76.43385,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
351047000,2021-02-21T00:08:17,37.31951,-76.11503,12.9,354.3,354.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
477770400,2021-02-21T00:08:10,36.87993,-76.33154,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
255806078,2021-02-21T00:08:23,36.90932,-76.32717,0.1,306.9,352.0,NORTHERN MAGNUM,IMO9252541,CQIV4,71,5,300,40,11.3,71,A
367865000,2021-02-21T00:08:19,36.88693,-76.33849,0.0,286.4,11.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
368445000,2021-02-21T00:08:05,36.96310,-76.42015,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
356643000,2021-02-21T00:08:05,36.93752,-76.37762,0.1,12.0,279.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
636092329,2021-02-21T00:08:02,37.24712,-76.11725,0.0,255.6,343.0,BLUMENAU,IMO9605633,D5AL3,70,1,229,32,14.4,,A
367353070,2021-02-21T00:06:04,36.94415,-76.32952,0.1,141.0,267.0,EVERGREEN STATE,IMO9408138,WDE4430,80,5,183,32,11.8,89,A
366842000,2021-02-21T00:09:12,36.85386,-76.31123,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
477950300,2021-02-21T00:09:34,36.87512,-76.34918,0.0,117.7,347.0,COSCO DEVELOPMENT,IMO9472139,VRIZ9,70,5,366,48,15.5,70,A
373765000,2021-02-21T00:09:17,37.26340,-76.10540,0.0,230.7,345.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
428405000,2021-02-21T00:09:33,36.90626,-76.32669,0.0,351.5,352.0,ZIM QINGDAO,IMO9318163,4XFC,71,5,261,32,9.9,71,A
338273000,2021-02-21T00:10:05,36.96382,-76.35625,0.0,24.2,280.0,SLNC YORK,IMO9538907,WNCG,70,1,142,23,5.5,70,A
368026000,2021-02-21T00:08:43,36.86579,-76.31603,0.0,224.2,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
351047000,2021-02-21T00:07:08,37.31536,-76.11452,12.8,354.2,354.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
351047000,2021-02-21T00:09:28,37.32372,-76.11556,12.9,354.4,354.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
538005622,2021-02-21T00:09:16,36.87958,-76.32623,0.0,132.4,276.0,SASEBO GREEN,IMO9675468,V7FN3,70,5,225,32,14.4,,A
477770400,2021-02-21T00:09:18,36.87993,-76.33154,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
477770400,2021-02-21T00:07:09,36.87992,-76.33154,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
477770400,2021-02-21T00:10:28,36.87993,-76.33155,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
356589000,2021-02-21T00:10:11,37.23802,-76.09467,0.1,90.8,347.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
338678000,2021-02-21T00:09:30,36.91621,-76.16841,0.0,270.7,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
367359930,2021-02-21T00:10:25,36.82417,-76.28911,0.0,287.1,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
366841000,2021-02-21T00:09:07,36.85327,-76.31050,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
366839000,2021-02-21T00:11:09,36.85347,-76.31082,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
367359930,2021-02-21T00:09:24,36.82418,-76.28911,0.0,288.3,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
351047000,2021-02-21T00:10:38,37.32782,-76.11607,13.0,354.2,354.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
367865000,2021-02-21T00:11:18,36.88689,-76.33853,0.0,286.4,11.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
368445000,2021-02-21T00:11:04,36.96308,-76.42013,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
367862000,2021-02-21T00:09:45,36.94810,-76.32967,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
356643000,2021-02-21T00:11:08,36.93766,-76.37760,0.3,24.0,278.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
351047000,2021-02-21T00:11:47,37.33201,-76.11658,13.0,354.5,354.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
366841000,2021-02-21T00:12:07,36.85327,-76.31054,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
338846000,2021-02-21T00:10:47,36.86562,-76.31584,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
636092329,2021-02-21T00:11:04,37.24712,-76.11724,0.0,255.6,344.0,BLUMENAU,IMO9605633,D5AL3,70,1,229,32,14.4,,A
255806078,2021-02-21T00:11:27,36.90933,-76.32718,0.1,306.9,352.0,NORTHERN MAGNUM,IMO9252541,CQIV4,71,5,300,40,11.3,71,A
367353070,2021-02-21T00:12:02,36.94417,-76.32950,0.0,144.0,267.0,EVERGREEN STATE,IMO9408138,WDE4430,80,5,183,32,11.8,89,A
356643000,2021-02-21T00:14:05,36.93776,-76.37762,0.1,24.4,273.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
477950300,2021-02-21T00:12:33,36.87514,-76.34931,0.0,142.9,347.0,COSCO DEVELOPMENT,IMO9472139,VRIZ9,70,5,366,48,15.5,70,A
477770400,2021-02-21T00:11:39,36.87992,-76.33156,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
477770400,2021-02-21T00:13:59,36.87992,-76.33155,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
367822000,2021-02-21T00:11:09,36.97310,-76.43386,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
356589000,2021-02-21T00:13:13,37.23801,-76.09465,0.1,78.1,347.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
477770400,2021-02-21T00:12:48,36.87994,-76.33154,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
428405000,2021-02-21T00:12:33,36.90625,-76.32668,0.0,351.5,352.0,ZIM QINGDAO,IMO9318163,4XFC,71,5,261,32,9.9,71,A
636092329,2021-02-21T00:14:00,37.24713,-76.11719,0.0,255.6,343.0,BLUMENAU,IMO9605633,D5AL3,70,1,229,32,14.4,,A
538005622,2021-02-21T00:12:16,36.87956,-76.32626,0.0,178.2,276.0,SASEBO GREEN,IMO9675468,V7FN3,70,5,225,32,14.4,,A
368026000,2021-02-21T00:11:44,36.86576,-76.31605,0.0,224.2,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
367862000,2021-02-21T00:12:44,36.94810,-76.32975,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
477770400,2021-02-21T00:15:10,36.87993,-76.33155,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
338678000,2021-02-21T00:12:30,36.91625,-76.16843,0.0,267.5,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
367359930,2021-02-21T00:12:35,36.82417,-76.28913,0.0,283.3,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
373765000,2021-02-21T00:12:16,37.26338,-76.10542,0.1,230.7,346.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
368445000,2021-02-21T00:14:05,36.96308,-76.42011,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
366839000,2021-02-21T00:14:11,36.85350,-76.31080,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
356589000,2021-02-21T00:16:14,37.23804,-76.09461,0.1,122.8,346.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
351047000,2021-02-21T00:12:58,37.33633,-76.11714,13.1,354.0,354.0,PUPLINGE,IMO9782156,3FDO8,70,0,,,,,A
338846000,2021-02-21T00:13:45,36.86564,-76.31590,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
367359930,2021-02-21T00:13:46,36.82416,-76.28912,0.0,282.2,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
477770400,2021-02-21T00:17:29,36.87991,-76.33156,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
255806078,2021-02-21T00:14:25,36.90930,-76.32720,0.1,306.9,352.0,NORTHERN MAGNUM,IMO9252541,CQIV4,71,5,300,40,11.3,71,A
367821000,2021-02-21T00:13:53,36.97281,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
367822000,2021-02-21T00:14:09,36.97310,-76.43387,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
477950300,2021-02-21T00:15:34,36.87515,-76.34930,0.0,131.2,347.0,COSCO DEVELOPMENT,IMO9472139,VRIZ9,70,5,366,48,15.5,70,A
368026000,2021-02-21T00:17:44,36.86576,-76.31603,0.0,224.2,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
338678000,2021-02-21T00:15:30,36.91620,-76.16842,0.0,278.2,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
255806078,2021-02-21T00:17:30,36.90937,-76.32725,0.1,306.9,352.0,NORTHERN MAGNUM,IMO9252541,CQIV4,71,5,300,40,11.3,71,A
373765000,2021-02-21T00:15:18,37.26339,-76.10543,0.1,230.7,346.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
368026000,2021-02-21T00:14:43,36.86576,-76.31603,0.0,224.2,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
338273000,2021-02-21T00:16:04,36.96371,-76.35621,0.0,24.2,277.0,SLNC YORK,IMO9538907,WNCG,70,1,142,23,5.5,70,A
367359930,2021-02-21T00:14:54,36.82415,-76.28910,0.0,284.6,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367865000,2021-02-21T00:14:18,36.88695,-76.33853,0.0,286.4,11.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
538005622,2021-02-21T00:15:16,36.87956,-76.32624,0.0,178.2,276.0,SASEBO GREEN,IMO9675468,V7FN3,70,5,225,32,14.4,,A
373765000,2021-02-21T00:18:15,37.26342,-76.10543,0.1,230.7,346.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
366842000,2021-02-21T00:15:14,36.85382,-76.31116,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
367353070,2021-02-21T00:15:02,36.94420,-76.32957,0.0,144.0,267.0,EVERGREEN STATE,IMO9408138,WDE4430,80,5,183,32,11.8,89,A
367862000,2021-02-21T00:15:44,36.94812,-76.32968,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
636092329,2021-02-21T00:17:03,37.24715,-76.11717,0.0,255.6,342.0,BLUMENAU,IMO9605633,D5AL3,70,1,229,32,14.4,,A
338846000,2021-02-21T00:16:45,36.86556,-76.31579,0.0,0.1,511.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,,A
428405000,2021-02-21T00:15:34,36.90624,-76.32668,0.0,351.5,352.0,ZIM QINGDAO,IMO9318163,4XFC,71,5,261,32,9.9,71,A
338678000,2021-02-21T00:18:30,36.91620,-76.16843,0.0,284.5,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
367353070,2021-02-21T00:18:04,36.94420,-76.32952,0.0,144.0,267.0,EVERGREEN STATE,IMO9408138,WDE4430,80,5,183,32,11.8,89,A
366842000,2021-02-21T00:18:17,36.85381,-76.31115,0.0,0.0,42.0,CAPE RACE,IMO7616377,KAFJ,70,5,197,32,10.0,,A
367359930,2021-02-21T00:17:14,36.82416,-76.28911,0.0,282.7,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
368445000,2021-02-21T00:17:04,36.96308,-76.42010,0.0,55.8,188.0,OVERSEAS NIKISKI,IMO9353577,WDBH,80,5,183,32,12.2,80,A
477770400,2021-02-21T00:16:20,36.87991,-76.33156,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
367865000,2021-02-21T00:17:19,36.88690,-76.33850,0.0,286.4,11.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
367862000,2021-02-21T00:18:44,36.94812,-76.32975,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
367359930,2021-02-21T00:20:45,36.82417,-76.28911,0.0,283.6,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
367359930,2021-02-21T00:19:36,36.82417,-76.28909,0.0,287.9,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
356589000,2021-02-21T00:19:14,37.23809,-76.09456,0.1,113.0,345.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
366839000,2021-02-21T00:17:13,36.85348,-76.31081,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
428405000,2021-02-21T00:18:34,36.90626,-76.32669,0.0,351.5,352.0,ZIM QINGDAO,IMO9318163,4XFC,71,5,261,32,9.9,71,A
366841000,2021-02-21T00:18:08,36.85325,-76.31051,0.0,0.0,511.0,CAPE RAY,IMO7530810,KAFI,70,5,197,32,10.0,,A
538005972,2021-02-21T00:18:10,36.82473,-76.29130,3.5,346.0,336.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
538005622,2021-02-21T00:18:16,36.87956,-76.32623,0.0,178.2,276.0,SASEBO GREEN,IMO9675468,V7FN3,70,5,225,32,14.4,,A
367822000,2021-02-21T00:20:09,36.97311,-76.43387,0.0,0.0,511.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
366839000,2021-02-21T00:20:14,36.85348,-76.31081,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
477950300,2021-02-21T00:18:35,36.87518,-76.34934,0.0,140.3,347.0,COSCO DEVELOPMENT,IMO9472139,VRIZ9,70,5,366,48,15.5,70,A
477770400,2021-02-21T00:18:39,36.87992,-76.33155,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
255806078,2021-02-21T00:20:30,36.90935,-76.32722,0.1,306.9,352.0,NORTHERN MAGNUM,IMO9252541,CQIV4,71,5,300,40,11.3,71,A
368026000,2021-02-21T00:20:43,36.86577,-76.31605,0.0,224.2,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
428405000,2021-02-21T00:21:33,36.90626,-76.32668,0.0,351.5,352.0,ZIM QINGDAO,IMO9318163,4XFC,71,5,261,32,9.9,71,A
367821000,2021-02-21T00:19:53,36.97282,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,5,276,32,13.0,70,A
636092329,2021-02-21T00:20:00,37.24714,-76.11716,0.0,255.6,341.0,BLUMENAU,IMO9605633,D5AL3,70,1,229,32,14.4,,A
338273000,2021-02-21T00:22:04,36.96369,-76.35623,0.0,24.2,279.0,SLNC YORK,IMO9538907,WNCG,70,1,142,23,5.5,70,A
477950300,2021-02-21T00:21:34,36.87516,-76.34936,0.0,153.2,347.0,COSCO DEVELOPMENT,IMO9472139,VRIZ9,70,5,366,48,15.5,70,A
538005972,2021-02-21T00:23:00,36.82893,-76.29353,3.6,341.0,342.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
367359930,2021-02-21T00:22:05,36.82419,-76.28912,0.0,282.8,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
477770400,2021-02-21T00:19:49,36.87992,-76.33154,0.0,98.3,96.0,BAO MAY,IMO9410155,VRGV8,70,0,292,45,18.2,70,A
373765000,2021-02-21T00:21:18,37.26338,-76.10542,0.0,230.7,346.0,AM CONTRECOEUR,IMO9583184,3FBX4,70,1,229,32,14.4,,A
367865000,2021-02-21T00:20:19,36.88684,-76.33850,0.0,286.4,11.0,KANAWHA,IMO8704080,NPTD,80,5,206,29,,,A
356643000,2021-02-21T00:20:04,36.93775,-76.37761,0.1,165.5,271.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
367862000,2021-02-21T00:21:44,36.94813,-76.32970,0.0,35.7,280.0,JOSHUA HUMPHREYS,IMO8302428,NNJH,80,5,193,29,,,A
538005972,2021-02-21T00:21:41,36.82772,-76.29297,3.4,337.0,339.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
538005972,2021-02-21T00:20:31,36.82672,-76.29245,3.2,333.0,336.0,AUCKLAND SPIRIT,IMO9268083,V7IP8,70,0,171,27,10.4,,A
356589000,2021-02-21T00:22:14,37.23810,-76.09452,0.1,44.4,343.0,DOUBLE FORTUNE,IMO9574119,3FHZ2,70,1,234,38,14.5,70,A
356643000,2021-02-21T00:23:06,36.93773,-76.37760,0.1,358.2,273.0,ARKI,IMO9561801,3ENP3,70,1,170,27,9.7,70,A
366839000,2021-02-21T00:23:13,36.85345,-76.31078,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
