MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367861000,2020-08-20T00:00:01,36.94640,-76.32977,0.0,0.0,265.0,LARAMIE,IMO8906626,NLAR,80,5,193,29,,,A
215677000,2020-08-20T00:00:05,37.23581,-76.11932,0.0,305.5,49.0,RIZE,IMO9584035,9HA2781,70,1,229,32,14.5,,A
367078110,2020-08-20T00:00:04,36.83854,-76.28199,0.0,222.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
367821000,2020-08-20T00:00:08,36.97285,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,0,276,32,13.0,70,A
367078110,2020-08-20T00:01:45,36.83855,-76.28198,0.0,235.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
538002652,2020-08-20T00:00:51,36.87947,-76.32643,0.0,226.0,276.0,NAIAS,IMO9330800,V7KN8,70,5,225,32,14.0,70,A
477196100,2020-08-20T00:00:49,37.19555,-76.13686,0.1,351.5,75.0,DARYA MA,IMO9591674,VRJH5,70,1,229,32,14.5,,A
367821000,2020-08-20T00:01:17,36.97285,-76.43367,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,0,276,32,13.0,70,A
538006982,2020-08-20T00:02:16,36.96261,-76.42367,0.0,43.4,40.0,ANTE TOPIC,IMO9737072,V7TR4,70,5,,,,,A
368026000,2020-08-20T00:00:20,36.86576,-76.31603,0.0,270.5,2.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
211839000,2020-08-20T00:01:28,36.90657,-76.32671,0.0,353.0,353.0,CHICAGO EXPRESS,IMO9295268,DCUJ2,70,5,336,42,14.6,79,A
366839000,2020-08-20T00:01:04,36.85350,-76.31077,0.0,0.0,39.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
367822000,2020-08-20T00:02:55,36.97309,-76.43385,0.0,0.0,239.0,USNS SHUGHART,IMO7825394,NAOQ,70,5,276,32,13.0,70,A
367078110,2020-08-20T00:02:56,36.83855,-76.28199,0.0,271.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
368026000,2020-08-20T00:03:20,36.86576,-76.31603,0.0,270.5,2.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
305855000,2020-08-20T00:02:48,36.86428,-76.31477,0.0,16.4,226.0,BBC PEARL,IMO9504786,V2FY8,70,5,153,23,9.1,70,A
477866300,2020-08-20T00:04:23,36.92732,-76.32989,0.0,7.4,355.0,BILBAO BRIDGE,IMO9492701,VRHY6,70,5,269,35,11.0,74,A
367861000,2020-08-20T00:03:01,36.94639,-76.32984,0.0,0.0,265.0,LARAMIE,IMO8906626,NLAR,80,5,193,29,,,A
215677000,2020-08-20T00:03:05,37.23579,-76.11930,0.0,305.5,49.0,RIZE,IMO9584035,9HA2781,70,1,229,32,14.5,,A
367078110,2020-08-20T00:04:05,36.83855,-76.28198,0.0,285.0,511.0,MARCELLE BORDELON,IMO9350379,WDJ2038,79,3,45,11,3.0,79,A
477196100,2020-08-20T00:03:51,37.19568,-76.13687,0.1,348.7,80.0,DARYA MA,IMO9591674,VRJH5,70,1,229,32,14.5,,A
367932000,2020-08-20T00:02:18,36.94918,-76.32969,0.0,107.0,279.0,JOHN LENTHALL,IMO8325547,NJLN,80,5,193,29,,,A
211839000,2020-08-20T00:04:29,36.90662,-76.32665,0.0,353.0,353.0,CHICAGO EXPRESS,IMO9295268,DCUJ2,70,5,336,42,14.6,79,A
366839000,2020-08-20T00:04:02,36.85351,-76.31079,0.0,0.0,39.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,,A
367821000,2020-08-20T00:04:47,36.97284,-76.43366,0.0,0.0,511.0,YANO,IMO7825409,NAQH,70,0,276,32,13.0,70,A
305855000,2020-08-20T00:05:49,36.86429,-76.31477,0.0,33.3,226.0,BBC PEARL,IMO9504786,V2FY8,70,5,153,23,9.1,70,A
