MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
414546000,2022-05-15T00:00:01,37.18558,-76.10249,0.1,7.0,160.0,RUI FU KANG,IMO9617478,BOSQ5,70,1,190,32,7.1,70,A
636018028,2022-05-15T00:00:00,36.90502,-76.32654,0.0,8.2,354.0,ATHENIAN,IMO9408865,D5NV8,70,0,349,45,15.0,71,A
538007024,2022-05-15T00:00:00,37.19784,-76.09626,0.1,76.1,168.0,RIKKE,IMO9784362,V7BB3,70,1,228,,,70,A
367359930,2022-05-15T00:00:39,36.82419,-76.28914,0.0,217.3,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
353718000,2022-05-15T00:00:44,37.26524,-76.15542,0.0,108.8,158.0,ZENA A,IMO9087221,3FJN4,70,1,185,30,11.2,70,A
369462000,2022-05-15T00:00:33,36.93051,-76.33239,0.0,242.7,87.0,USNS MONTFORD POINT,IMO9647514,NMFP,70,5,239,49,12.0,35,A
636019200,2022-05-15T00:00:29,37.23653,-76.13576,12.2,197.7,197.0,CHEM GALLIUM,IMO9740782,D5TK4,80,0,147,24,9.4,80,A
229752000,2022-05-15T00:00:45,36.87555,-76.34932,0.0,226.5,348.0,JULIA OLDENDORFF,IMO9684469,9HA3578,70,5,199,32,13.0,70,A
255802560,2022-05-15T00:00:54,36.92728,-76.32990,0.0,75.2,354.0,HANSA SALZBURG,IMO9516753,CQPD,71,5,175,27,9.2,71,A
636018028,2022-05-15T00:01:21,36.90500,-76.32654,0.0,8.2,354.0,ATHENIAN,IMO9408865,D5NV8,70,0,349,45,15.0,71,A
538005971,2022-05-15T00:00:29,37.00763,-76.25840,10.3,84.0,88.0,SINGAPORE SPIRIT,IMO9246308,V7IO7,70,0,171,27,10.6,70,A
371040000,2022-05-15T00:00:49,37.22589,-76.10260,0.1,130.6,166.0,SUIGO,IMO9536791,3EWI4,70,1,289,45,18.0,70,A
538009297,2022-05-15T00:00:30,37.20997,-76.09831,0.2,237.9,169.0,NORDIC ODIN,IMO9687239,V7A4559,79,1,225,32,7.1,79,A
366839000,2022-05-15T00:01:18,36.85326,-76.31055,0.0,0.0,40.0,CAPE RISE,IMO7530808,KAFG,70,5,197,32,10.0,70,A
636019200,2022-05-15T00:01:40,37.23276,-76.13726,12.2,197.8,197.0,CHEM GALLIUM,IMO9740782,D5TK4,80,0,147,24,9.4,80,A
538008995,2022-05-15T00:02:03,37.22974,-76.15817,0.0,355.9,158.0,AM JYOTI,IMO9880233,V7A4174,70,1,229,32,7.3,70,A
563109600,2022-05-15T00:01:20,36.87973,-76.32682,0.0,238.8,277.0,GREEN UNIVERSE,IMO9573751,9V6845,70,5,292,45,11.6,70,A
477631300,2022-05-15T00:01:48,37.21442,-76.10779,0.1,222.9,170.0,TIGER NORTH,IMO9619878,VRKE5,70,1,225,32,14.2,70,A
477056400,2022-05-15T00:00:58,36.91050,-76.32744,0.0,64.8,354.0,COSCO OCEANIA,IMO9334923,VRDQ5,70,5,348,45,14.5,71,A
368026000,2022-05-15T00:02:11,36.86577,-76.31605,0.0,139.9,511.0,BENAVIDEZ,IMO9218210,NBHG,70,5,289,32,10.9,70,A
538007067,2022-05-15T00:01:45,37.23483,-76.10931,0.1,48.1,173.0,ULTRA PUMA,IMO9758399,V7LY7,70,1,228,,,70,A
636018643,2022-05-15T00:01:54,37.22089,-76.08876,0.0,226.4,158.0,TAHO EUROPE,IMO9805790,D5QR3,70,1,228,36,7.5,70,A
538005971,2022-05-15T00:01:39,37.00787,-76.25418,10.3,86.0,88.0,SINGAPORE SPIRIT,IMO9246308,V7IO7,70,0,171,27,10.6,70,A
255805681,2022-05-15T00:02:24,37.23496,-76.09129,0.1,96.7,170.0,HILLE OLDENDORFF,IMO9731573,CQEE,70,1,299,,,70,A
215676000,2022-05-15T00:01:06,36.87944,-76.33128,0.0,22.0,96.0,ORDU,IMO9584047,9HA2780,70,5,229,32,14.5,70,A
338678000,2022-05-15T00:02:21,36.91620,-76.16845,0.0,220.2,10.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5,54,12,4.0,35,A
367359930,2022-05-15T00:02:18,36.82419,-76.28915,0.0,218.8,511.0,SUNNY WILLIAMS,,WDE4940,80,0,25,8,,80,A
257316000,2022-05-15T00:01:11,37.21117,-76.16234,0.0,27.7,174.0,SPAR LYRA,IMO9289013,LAZP5,70,1,190,32,12.6,70,A
241602000,2022-05-15T00:02:27,37.19780,-76.10895,0.0,84.7,178.0,PATRA,IMO9607801,SVCZ9,70,1,225,32,7.0,70,A
538007024,2022-05-15T00:03:02,37.19781,-76.09621,0.1,76.1,172.0,RIKKE,IMO9784362,V7BB3,70,1,228,,,70,A
636018028,2022-05-15T00:02:32,36.90499,-76.32656,0.0,8.2,354.0,ATHENIAN,IMO9408865,D5NV8,70,0,349,45,15.0,71,A
354643000,2022-05-15T00:01:52,37.19853,-76.12265,0.0,82.0,176.0,HONG SHENG,IMO9563627,3FLE9,70,1,225,32,14.2,70,A
244632000,2022-05-15T00:01:44,36.95283,-76.35267,0.1,44.6,30.0,VIRGINIABORG,IMO9234290,PBDL,70,1,132,15,8.1,70,A
538009627,2022-05-15T00:02:13,37.22250,-76.11935,0.0,126.7,175.0,MAGIC MARS,IMO9691400,V7A4973,70,1,223,32,8.7,70,A
538005971,2022-05-15T00:02:49,37.00817,-76.24998,10.3,85.0,88.0,SINGAPORE SPIRIT,IMO9246308,V7IO7,70,0,171,27,10.6,70,A
538005518,2022-05-15T00:02:25,36.87096,-76.34816,0.0,116.0,348.0,SEAMAX GREENWICH,IMO9286267,V7ER3,70,5,334,42,14.5,71,A
353718000,2022-05-15T00:03:44,37.26525,-76.15537,0.1,149.1,161.0,ZENA A,IMO9087221,3FJN4,70,1,185,30,11.2,70,A
338846000,2022-05-15T00:02:51,36.97287,-76.43358,0.0,0.1,239.0,USNS MENDONCA,IMO9147320,NBMK,70,5,289,32,10.9,35,A
538009521,2022-05-15T00:01:58,37.24639,-76.15075,0.0,138.6,151.0,VENTURE BREEZE,IMO9725419,V7A4843,70,1,179,30,7.0,70,A
311001075,2022-05-15T00:01:52,37.20839,-76.13245,0.0,112.2,176.0,UNITY ENDEAVOUR,IMO9696797,C6FD3,70,1,200,32,6.8,70,A
